Song Name,Artist,Genre,Popularity,Danceability ,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
penhasco.,Lu?sa Sonza,"['funk carioca', 'pop nacional']",80,0.43,0.467,-8.56,0.051,0.775,0.0933,77.249,186121,0.382
Late At Night,Roddy Ricch,"['melodic rap', 'rap', 'trap']",84,0.643,0.403,-11.254,0.41,0.343,0.138,98.54,174682,0.111
Verdansk,Dave,['uk hip hop'],77,0.961,0.502,-8.605,0.312,0.28,0.145,117.078,182285,0.536
The Real Slim Shady,Eminem,"['detroit hip hop', 'hip hop', 'rap']",84,0.949,0.661,-4.244,0.0572,0.0302,0.0454,104.504,284200,0.76
Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,['brooklyn drill'],57,0.662,0.686,-8.302,0.332,0.251,0.349,143.971,215000,0.678
Woo Baby (feat. Chris Brown),Pop Smoke,['brooklyn drill'],56,0.563,0.672,-7.226,0.0765,0.359,0.0972,99.772,156000,0.284
Holy Smokes,"Trippie Redd, Lil Uzi Vert","['melodic rap', 'rap', 'trap']",79,0.437,0.527,-6.967,0.465,0.185,0.153,187.815,181714,0.701
More Time,Pop Smoke,['brooklyn drill'],55,0.628,0.581,-8.377,0.188,0.46,0.152,145.396,120828,0.259
Coupe,Pop Smoke,['brooklyn drill'],54,0.912,0.589,-7.476,0.2,0.0332,0.0795,135.921,123549,0.486
Holiday,KSI,['uk hip hop'],81,0.356,0.684,-7.347,0.0878,0.152,0.101,87.188,193733,0.347
Manslaughter (feat. Rick Ross & The-Dream),Pop Smoke,['brooklyn drill'],55,0.441,0.623,-7.331,0.0414,0.135,0.14,78.082,249231,0.285
Genius (feat. Lil Tjay & Swae Lee),Pop Smoke,['brooklyn drill'],53,0.723,0.667,-7.524,0.351,0.256,0.261,143.044,208112,0.396
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator","['hip hop', 'rap']",84,0.493,0.653,-5.666,0.0466,0.269,0.511,142.347,121573,0.852
Sommergewitter,Pashanim,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",84,0.787,0.531,-10.569,0.101,0.132,0.112,91.996,138533,0.721
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions",['london rap'],84,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085,0.73
Brush Em (feat. Rah Swish),Pop Smoke,['brooklyn drill'],54,0.654,0.724,-6.59,0.355,0.106,0.655,71.696,150449,0.717
AM,"Nio Garcia, Flow La Movie","['latin', 'reggaeton', 'trap latino']",85,0.83,0.517,-6.416,0.333,0.399,0.0916,171.959,182496,0.616
MI FAI IMPAZZIRE,"BLANCO, Sfera Ebbasta","['italian hip hop', 'italian pop']",83,0.477,0.844,-4.87,0.0458,0.00273,0.137,169.941,220235,0.203
Ride It,Regard,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",84,0.88,0.751,-4.258,0.0874,0.177,0.106,117.948,157606,0.884
Shot in the Dark,John Mayer,"['neo mellow', 'pop rock', 'singer-songwriter']",76,0.741,0.556,-9.184,0.0266,0.0629,0.103,122.008,249080,0.587
Wrecked,Imagine Dragons,"['modern rock', 'pop', 'rock']",83,0.626,0.56,-5.82,0.0288,0.148,0.109,93.989,244005,0.229
Bipolar,"Mc Davi, Mc Pedrinho, Mc Don Juan","['funk carioca', 'funk ostentacao', 'funk paulista']",84,0.601,0.36,-7.791,0.0877,0.586,0.0882,124.993,276480,0.335
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,"['pop rap', 'rap', 'trap']",84,0.792,0.707,-5.218,0.0623,0.116,0.12,134.997,224042,0.408
Follow You,Imagine Dragons,"['modern rock', 'pop', 'rock']",84,0.542,0.732,-5.956,0.0521,0.00209,0.496,124.912,175644,0.489
We're Good,Dua Lipa,"['dance pop', 'pop', 'uk pop']",83,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,165507,0.59
Life Goes On,BTS,"['k-pop', 'k-pop boy group']",84,0.566,0.716,-5.733,0.0424,0.00691,0.37,81.068,207481,0.45
911,Sech,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",89,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631,0.784
Baila Conmigo (with Rauw Alejandro),Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",84,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,186088,0.664
The Jackie (with J. Cole & Lil Tjay),Bas,"['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",76,0.784,0.474,-6.139,0.0524,0.333,0.278,128.012,204434,0.64
hope ur ok,Olivia Rodrigo,['pop'],84,0.443,0.298,-12.181,0.0644,0.388,0.103,77.253,209560,0.172
Faz Amor Comigo S? Hoje - Ao Vivo,"Israel & Rodolffo, Wesley Safad?o","['sertanejo', 'sertanejo pop', 'sertanejo universitario']",82,0.624,0.922,-4.628,0.0439,0.3,0.112,164.819,148228,0.884
Alcohol-Free,TWICE,"['k-pop', 'k-pop girl group']",82,0.688,0.909,-1.992,0.0624,0.0474,0.0674,97.097,210573,0.702
WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,BIA,"['escape room', 'r&b', 'rap latina', 'trap queen']",80,0.893,0.463,-5.301,0.36,0.199,0.318,81.026,229601,0.591
Memory,"Kane Brown, blackbear","['contemporary country', 'country road']",80,0.434,0.889,-5.684,0.0509,0.395,0.273,113.326,153338,0.845
Me Fije,"Alex Rose, Rauw Alejandro","['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",83,0.76,0.674,-4.039,0.0636,0.396,0.0977,172.024,202307,0.735
"Volta Beb?, Volta Nen?m","Dj Guuga, DJ Ivis","['funk carioca', 'funk paulista', 'rave funk']",79,0.583,0.918,-3.612,0.0518,0.288,0.0701,164.081,172973,0.836
Aloha,"Maluma, Be?le, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell","['latin', 'reggaeton', 'reggaeton colombiano']",84,0.807,0.712,-5.757,0.1,0.532,0.163,100.004,241659,0.792
Sexo Virtual,Rauw Alejandro,"['puerto rican pop', 'trap latino']",82,0.704,0.739,-3.286,0.112,0.328,0.0856,179.879,208292,0.425
Closer,"The Chainsmokers, Halsey","['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",84,0.748,0.524,-5.599,0.0338,0.414,0.111,95.01,244960,0.661
Wonderwall - Remastered,Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",78,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,258773,0.434
Wasting Time ( feat. Drake ),Brent Faiyaz,"['dmv rap', 'pop', 'r&b', 'rap']",78,0.652,0.717,-3.751,0.0581,0.0694,0.0906,89.982,301304,0.377
I Don't Do Drugs (feat. Ariana Grande),Doja Cat,"['dance pop', 'pop']",80,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,188893,0.45
Renegade (feat. Taylor Swift),Big Red Machine,"['eau claire indie', 'folktronica']",77,0.532,0.708,-8.121,0.0505,0.435,0.107,167.977,254467,0.586
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler, The Creator","['hip hop', 'rap']",80,0.827,0.571,-7.949,0.366,0.0195,0.166,142.034,146419,0.62
All Eyes On Me,Bo Burnham,['comic'],81,0.352,0.424,-10.131,0.0394,0.733,0.0664,127.047,302951,0.141
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",83,0.477,0.727,-4.053,0.286,0.000866,0.108,150.062,236524,0.227
Solar Power,Lorde,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",81,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,192621,0.897
Your Power,Billie Eilish,"['electropop', 'pop']",81,0.632,0.284,-14.025,0.0801,0.932,0.233,129.642,245897,0.208
Lieben wir,Shirin David,"['frauenrap', 'german hip hop', 'german pop']",77,0.871,0.669,-7.62,0.329,0.0113,0.0795,95.939,155363,0.806
Whoopty,CJ,['nyc rap'],81,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,123263,0.66
Batom de Cereja - Ao Vivo,Israel & Rodolffo,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",83,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,140942,0.798
Prisoner (feat. Dua Lipa),Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",79,0.781,0.67,-3.912,0.0452,0.0103,0.0761,127.99,169333,0.595
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,"['dance pop', 'pop rap']",82,0.646,0.795,-3.293,0.0976,0.0319,0.267,89.99,210960,0.796
Reloj,"Rauw Alejandro, Anuel AA","['puerto rican pop', 'trap latino']",79,0.823,0.537,-2.639,0.209,0.176,0.123,175.946,231595,0.615
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Bizarrap, Eladio Carrion","['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",81,0.783,0.524,-6.455,0.0554,0.241,0.271,117.496,164896,0.839
Do I Wanna Know?,Arctic Monkeys,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",84,0.548,0.532,-7.596,0.0323,0.186,0.217,85.03,272394,0.405
LUMBERJACK,"Tyler, The Creator","['hip hop', 'rap']",76,0.386,0.762,-6.341,0.564,0.122,0.527,170.691,138312,0.433
LEMONHEAD (feat. 42 Dugg),"Tyler, The Creator","['hip hop', 'rap']",78,0.62,0.586,-6.612,0.212,0.155,0.535,137.131,130980,0.487
HOT WIND BLOWS (feat. Lil Wayne),"Tyler, The Creator","['hip hop', 'rap']",77,0.371,0.75,-5.382,0.402,0.601,0.482,173.456,155293,0.729
CORSO,"Tyler, The Creator","['hip hop', 'rap']",77,0.703,0.845,-4.851,0.337,0.169,0.122,97.672,146482,0.745
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator","['hip hop', 'rap']",79,0.468,0.652,-4.912,0.0722,0.333,0.55,140.223,588139,0.39
SIR BAUDELAIRE (feat. DJ Drama),"Tyler, The Creator","['hip hop', 'rap']",75,0.467,0.635,-6.115,0.154,0.314,0.844,127.596,88625,0.51
MASSA,"Tyler, The Creator","['hip hop', 'rap']",74,0.685,0.855,-6.724,0.438,0.329,0.301,157.181,223719,0.46
RUNITUP (feat. Teezo Touchdown),"Tyler, The Creator","['hip hop', 'rap']",75,0.665,0.469,-7.778,0.13,0.565,0.219,115.852,229565,0.142
MANIFESTO (feat. Domo Genesis),"Tyler, The Creator","['hip hop', 'rap']",73,0.454,0.866,-5.348,0.391,0.121,0.167,92.463,175123,0.518
Get Into It (Yuh),Doja Cat,"['dance pop', 'pop']",80,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,138293,0.793
WILSHIRE,"Tyler, The Creator","['hip hop', 'rap']",73,0.555,0.712,-7.446,0.323,0.0451,0.182,78.958,515865,0.555
RISE! (feat. DAISY WORLD),"Tyler, The Creator","['hip hop', 'rap']",73,0.766,0.814,-3.367,0.0733,0.044,0.195,108.07,203588,0.481
Naked,Doja Cat,"['dance pop', 'pop']",75,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,223560,0.536
Having Our Way (feat. Drake),Migos,"['atl hip hop', 'pop rap', 'rap', 'trap']",79,0.927,0.538,-3.917,0.116,0.0312,0.0945,125.983,278191,0.221
Payday (feat. Young Thug),Doja Cat,"['dance pop', 'pop']",73,0.619,0.707,-5.791,0.0499,0.0366,0.13,168.995,212947,0.558
Been Like This,Doja Cat,"['dance pop', 'pop']",74,0.678,0.531,-5.029,0.0374,0.126,0.377,99.008,177373,0.176
MILLE (feat. Orietta Berti),"Fedez, Achille Lauro","['italian adult pop', 'italian pop']",82,0.527,0.764,-4.297,0.322,0.016,0.0273,184.339,175924,0.829
UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny","['latin', 'reggaeton', 'reggaeton colombiano']",83,0.571,0.693,-8.234,0.0545,0.00536,0.173,168.169,232253,0.393
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",['nz pop'],82,0.767,0.481,-8.52,0.0803,0.234,0.269,150.076,171375,0.761
Poblado,"Crissin, Totoy El Frio, Natan & Shander","['latin', 'reggaeton', 'reggaeton colombiano']",89,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,393280,0.646
Hecha Pa' Mi,Boza,['reggaeton'],83,0.725,0.756,-5.013,0.0572,0.362,0.103,100.07,186133,0.828
working,"Tate McRae, Khalid","['alt z', 'dance pop', 'pop', 'post-teen pop']",80,0.783,0.435,-7.78,0.0588,0.282,0.0833,106.974,210220,0.512
Petrouchka (feat. PLK),Soso Maness,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",79,0.624,0.802,-4.818,0.311,0.0597,0.252,133.888,189933,0.818
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",82,0.861,0.656,-7.867,0.425,0.104,0.0986,88.967,218210,0.331
m y . l i f e (with 21 Savage & Morray),J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",82,0.597,0.587,-7.026,0.137,0.0622,0.214,140.021,218802,0.0753
Jocelyn Flores,XXXTENTACION,"['emo rap', 'miami hip hop']",84,0.872,0.391,-9.144,0.242,0.469,0.297,134.021,119133,0.437
No Return (with The Kid LAROI & Lil Durk),Polo G,['chicago rap'],80,0.479,0.645,-7.336,0.302,0.135,0.0825,155.057,168729,0.381
The Box,Roddy Ricch,"['melodic rap', 'rap', 'trap']",84,0.896,0.586,-6.687,0.0559,0.104,0.79,116.971,196653,0.642
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,"['modern rock', 'pop rap', 'seattle hip hop']",83,0.641,0.922,-4.457,0.0786,0.0291,0.0862,146.078,258343,0.847
my ex's best friend (with blackbear),Machine Gun Kelly,"['ohio hip hop', 'pop rap']",83,0.731,0.675,-5.134,0.0434,0.00473,0.141,124.939,139461,0.298
Just the Way You Are,Bruno Mars,"['dance pop', 'pop', 'post-teen pop']",80,0.637,0.843,-5.413,0.0432,0.0151,0.0876,109.012,220733,0.434
HIGHEST IN THE ROOM,Travis Scott,"['rap', 'slap house']",84,0.598,0.427,-8.764,0.0317,0.0546,0.21,76.469,175721,0.0605
Break My Heart,Dua Lipa,"['dance pop', 'pop', 'uk pop']",80,0.73,0.729,-3.434,0.0884,0.167,0.349,113.011,221820,0.467
Laugh Now Cry Later (feat. Lil Durk),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",83,0.761,0.518,-8.871,0.134,0.244,0.107,133.976,261493,0.522
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",82,0.66,0.733,-4.619,0.0359,0.248,0.17,119.933,217000,0.304
Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole","['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",82,0.585,0.611,-4.132,0.288,0.39,0.649,97.041,218107,0.962
In the End,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",83,0.556,0.864,-5.87,0.0584,0.00958,0.209,105.143,216880,0.4
No Role Modelz,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",84,0.692,0.521,-8.465,0.33,0.301,0.0565,100.45,292987,0.463
SICKO MODE,Travis Scott,"['rap', 'slap house']",84,0.834,0.73,-3.714,0.222,0.00513,0.124,155.008,312820,0.446
Something Just Like This,"The Chainsmokers, Coldplay","['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",82,0.617,0.635,-6.769,0.0317,0.0498,0.164,103.019,247160,0.446
You,"Regard, Troye Sivan, Tate McRae","['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",83,0.691,0.695,-5.6,0.0367,0.0592,0.0647,106.064,233386,0.514
Straightenin,Migos,"['atl hip hop', 'pop rap', 'rap', 'trap']",77,0.847,0.629,-5.81,0.102,0.0318,0.152,135.976,255532,0.109
GANG GANG (with Lil Wayne),Polo G,['chicago rap'],78,0.752,0.563,-8.066,0.209,0.146,0.103,145.05,178776,0.551
Black Hearted,Polo G,['chicago rap'],75,0.506,0.563,-7.664,0.411,0.0326,0.0856,168.146,190509,0.153
Lost,Maroon 5,"['pop', 'pop rock']",79,0.766,0.706,-6.553,0.16,0.223,0.064,142.989,172598,0.766
Avalanche,Migos,"['atl hip hop', 'pop rap', 'rap', 'trap']",71,0.917,0.623,-8.231,0.135,0.0985,0.0833,126.063,206272,0.687
My Head & My Heart,Ava Max,"['dance pop', 'pop']",83,0.614,0.934,-3.709,0.07,0.0697,0.121,116.001,174760,0.436
Malibu (feat. Polo G),Migos,"['atl hip hop', 'pop rap', 'rap', 'trap']",72,0.831,0.719,-6.836,0.235,0.514,0.0675,155.038,248652,0.859
GIRL LIKE ME,"Black Eyed Peas, Shakira","['dance pop', 'pop', 'pop rap']",82,0.965,0.485,-8.784,0.191,0.0206,0.0655,124.025,222523,0.312
Clueless (with Pop Smoke & Fivio Foreign),Polo G,['chicago rap'],74,0.734,0.712,-6.217,0.201,0.391,0.103,140.369,165405,0.674
Modern Day,Migos,"['atl hip hop', 'pop rap', 'rap', 'trap']",78,0.87,0.629,-7.598,0.279,0.173,0.101,134.944,241790,0.512
TE MUDASTE,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",82,0.811,0.637,-4.835,0.0591,0.234,0.118,92.025,130014,0.471
Tipo Gin - Ao Vivo,MC Kevin o Chris,"['funk 150 bpm', 'funk carioca']",81,0.75,0.668,-4.49,0.061,0.78,0.338,94.998,159147,0.786
SUN GOES DOWN,Lil Nas X,"['lgbtq+ hip hop', 'pop rap']",80,0.551,0.636,-6.798,0.054,0.0837,0.112,174.065,168276,0.148
Painting Pictures,Polo G,['chicago rap'],72,0.522,0.466,-8.05,0.458,0.331,0.11,78.43,137692,0.459
Rain On Me (with Ariana Grande),Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",79,0.672,0.855,-3.764,0.0397,0.021,0.323,123.056,182200,0.646
Hats Off (feat. Travis Scott),"Lil Baby, Lil Durk","['atl hip hop', 'atl trap', 'rap', 'trap']",81,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428,0.188
Last Train Home,John Mayer,"['neo mellow', 'pop rock', 'singer-songwriter']",75,0.591,0.831,-6.612,0.0355,0.235,0.0571,93.007,187307,0.678
Voice of the Heroes,"Lil Baby, Lil Durk","['atl hip hop', 'atl trap', 'rap', 'trap']",81,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428,0.188
0X1=LOVESONG (I Know I Love you),"TOMORROW X TOGETHER, Seori","['k-pop', 'k-pop boy group']",81,0.584,0.836,-4.925,0.079,0.0558,0.0663,104.973,202204,0.484
a m a r i,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",79,0.725,0.713,-6.173,0.187,0.127,0.617,65.988,148421,0.207
NEVER LEFT,Lil Tecca,"['melodic rap', 'rap', 'trap']",82,0.807,0.659,-6.92,0.332,0.0224,0.309,82.465,168727,0.438
Solid (feat. Drake),"Young Stoner Life, Young Thug, Gunna","['rap', 'trap']",82,0.887,0.485,-9.358,0.2,0.0392,0.141,125.987,215693,0.328
La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers","['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",79,0.736,0.632,-4.939,0.0648,0.18,0.349,92.03,216107,0.503
Golden,Harry Styles,"['pop', 'post-teen pop']",83,0.448,0.838,-5.257,0.0557,0.21,0.131,139.863,208907,0.254
CORALINE,M?neskin,"['indie rock italiano', 'italian pop']",81,0.363,0.678,-4.939,0.0995,0.0299,0.324,162.124,300413,0.321
Slumber Party (feat. Princess Nokia),Ashnikko,"['electropop', 'escape room', 'pop']",82,0.964,0.398,-8.981,0.0795,0.00151,0.101,105.012,178405,0.563
Killer (feat. Jack Harlow & Cordae) - Remix,Eminem,"['detroit hip hop', 'hip hop', 'rap']",76,0.924,0.73,-6.125,0.274,0.0525,0.113,99.01,236666,0.848
Liberdade (Quando o Grave Bate Forte),"Alok, Mc Don Juan, Dj GBR","['electro house', 'pop nacional', 'slap house']",80,0.81,0.789,-4.032,0.0498,0.0254,0.104,129.988,150462,0.432
All Girls Are The Same,Juice WRLD,"['chicago rap', 'melodic rap']",83,0.671,0.529,-7.226,0.307,0.0769,0.0856,161.989,165820,0.203
734,Juice WRLD,"['chicago rap', 'melodic rap']",75,0.663,0.545,-3.93,0.036,0.123,0.106,78.452,196147,0.344
Boy With Luv (feat. Halsey),BTS,"['k-pop', 'k-pop boy group']",82,0.645,0.862,-4.757,0.0965,0.0923,0.192,119.991,229773,0.798
Godzilla (feat. Juice WRLD),Eminem,"['detroit hip hop', 'hip hop', 'rap']",83,0.808,0.745,-5.26,0.342,0.145,0.292,165.995,210800,0.829
Blueberry Faygo,Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",79,0.774,0.554,-7.909,0.0383,0.207,0.132,99.034,162547,0.349
Somebody That I Used To Know,"Gotye, Kimbra",['australian pop'],76,0.864,0.495,-7.036,0.037,0.591,0.0992,129.062,244973,0.72
Holy (feat. Chance The Rapper),Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",81,0.673,0.704,-8.056,0.36,0.196,0.0898,86.919,212093,0.372
Vida Louca,"Mc Poze do Rodo, Neo Beats, Mainstreet","['funk carioca', 'funk ostentacao']",82,0.852,0.62,-5.79,0.227,0.359,0.101,92.464,155676,0.744
i n t e r l u d e,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",76,0.77,0.574,-5.525,0.106,0.0617,0.104,98.962,133022,0.104
Butter (Instrumental),BTS,"['k-pop', 'k-pop boy group']",70,0.429,0.387,-7.486,0.0753,0.000178,0.142,109.893,162147,0.41
Film out,BTS,"['k-pop', 'k-pop boy group']",81,0.499,0.709,-6.404,0.134,0.296,0.331,164.032,214621,0.314
Voil?,Barbara Pravi,"['eurovision', 'nouvelle chanson francaise']",72,0.447,0.337,-8.665,0.0631,0.773,0.298,135.379,176816,0.603
Shy Away,Twenty One Pilots,"['modern rock', 'rock']",77,0.588,0.856,-5.242,0.0316,0.000818,0.238,96.966,175044,0.635
Saturday,Twenty One Pilots,"['modern rock', 'rock']",75,0.687,0.89,-5.99,0.0344,0.00396,0.0436,113.06,172232,0.854
9 5 . s o u t h,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",75,0.713,0.793,-5.277,0.397,0.271,0.727,71.724,196946,0.203
Seeing Green (with Drake & Lil Wayne),Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",77,0.573,0.867,-2.876,0.168,0.0853,0.38,74.861,339506,0.231
Dark Side,Blind Channel,"['eurovision', 'oulu metal', 'trancecore']",72,0.571,0.955,-3.795,0.105,0.00254,0.274,98.01,177790,0.437
SHUM,Go_A,['eurovision'],75,0.527,0.737,-5.34,0.0642,0.05,0.105,116.431,172675,0.499
In the morning,ITZY,['k-pop girl group'],79,0.847,0.814,-4.668,0.152,0.0825,0.0948,140.057,172359,0.711
l e t . g o . m y . h a n d (with Bas & 6LACK),J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",73,0.583,0.625,-8.011,0.277,0.506,0.196,89.812,266291,0.516
What¡¯s Next,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",81,0.781,0.594,-6.959,0.0485,0.0136,0.162,129.895,178154,0.0628
Ramen & OJ,"Joyner Lucas, Lil Baby","['boston hip hop', 'hip hop', 'pop rap', 'rap']",81,0.597,0.571,-6.205,0.293,0.492,0.093,106.196,218448,0.165
Cloud 9,Beach Bunny,"['bubblegrunge', 'chicago indie', 'indie pop', 'pop']",81,0.637,0.929,-3.593,0.0491,0.00167,0.344,80.974,147351,0.902
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",81,0.808,0.639,-7.266,0.279,0.0802,0.15,118,144349,0.395
Mask,Dream,['dream smp'],76,0.636,0.749,-4.197,0.0631,0.195,0.107,117.904,174936,0.653
10 Years,Da©£i Freyr,"['icelandic pop', 'sunnlensk tonlist']",70,0.798,0.621,-6.916,0.0391,0.0141,0.0926,123.038,166000,0.443
Choker,Twenty One Pilots,"['modern rock', 'rock']",72,0.7,0.664,-8.211,0.0394,0.306,0.249,142.009,223066,0.585
a p p l y i n g . p r e s s u r e,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",71,0.699,0.759,-5.302,0.311,0.0814,0.312,83.092,177337,0.404
1 0 0 . m i l ¡® (with Bas),J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",72,0.711,0.647,-5.667,0.0822,0.334,0.312,125.092,163302,0.227
